,Pesos,Condutância
1578,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.00
1579,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.00
1580,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.00
1581,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.00
1582,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.00
1583,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.00
1584,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.00
1585,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.00
1586,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.00
1587,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.00
1588,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.00
1589,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.00
1590,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.00
1591,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.00
1592,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.00
1593,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.00
1594,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.00
1595,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.00
1596,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.00
1597,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.00
1598,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.00
1599,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.00
1600,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1601,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1602,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
1603,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
1604,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.38
1605,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.64
1606,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.82
1607,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.92
1608,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.38
1609,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.64
1610,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.82
1611,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.92
1612,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.98
1613,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.38
1614,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.64
1615,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.82
1616,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.92
1617,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.98
1618,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 1.00
1619,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.99
1620,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
1621,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1622,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
1623,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
1624,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
1625,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
1626,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
1627,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
1628,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
1629,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
1630,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
1631,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1632,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
1633,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
1634,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
1635,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
1636,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
1637,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
1638,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
1639,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
1640,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
1641,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
1642,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
1643,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
1644,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
1645,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
1646,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
1647,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
1648,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
1649,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
1650,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1651,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
1652,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
1653,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1654,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1655,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
1656,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
1657,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1658,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
1659,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1660,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
1661,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
1662,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1663,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
1664,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
1665,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
1666,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
1667,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1668,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
1669,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
1670,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
1671,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
1672,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
1673,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
1674,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
1675,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
1676,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
1677,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1678,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
1679,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
1680,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
1681,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
1682,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
1683,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
1684,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
1685,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
1686,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
1687,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
1688,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
1689,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
1690,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
1691,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
1692,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
1693,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
1694,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
1695,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
1696,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
1697,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
1698,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
1699,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
1700,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
1701,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
1702,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
1703,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
1704,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 1.00
1705,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.99
1706,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.96
1707,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.92
1708,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.87
1709,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.81
1710,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.75
1711,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.69
1712,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.63
1713,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.58
1714,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.52
1715,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.47
1716,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.42
1717,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.38
1718,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.34
1719,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.30
1720,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.27
1721,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.24
1722,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.21
1723,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.19
1724,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.17
1725,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.15
1726,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.13
1727,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.11
1728,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.10
1729,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.09
1730,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.08
1731,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.07
1732,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.06
1733,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.05
1734,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.04
1735,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.04
1736,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.03
1737,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.03
1738,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.03
1739,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.02
1740,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.02
1741,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.02
1742,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.01
1743,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.01
1744,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.01
1745,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.01
1746,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.01
1747,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.01
1748,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.01
1749,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.01
1750,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1751,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1752,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
1753,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
1754,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
1755,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
1756,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
1757,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
1758,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
1759,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
1760,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
1761,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
1762,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
1763,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
1764,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
1765,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
1766,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
1767,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
1768,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
1769,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
1770,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
1771,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
1772,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
1773,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
1774,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
1775,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.00
1776,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.00
1777,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.00
1778,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.00
1779,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.00
1780,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.00
1781,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.00
1782,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.00
1783,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.00
1784,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.00
1785,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.00
1786,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.00
1787,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.00
1788,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.00
1789,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.00
1790,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.00
1791,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.00
1792,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.00
1793,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.00
1794,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.00
1795,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.00
1796,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.00
1797,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.00
1798,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.00
1799,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.00
1800,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.00
1801,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1802,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
1803,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
1804,-14.08 -14.90 -14.11 -14.89,0.04 0.38 0.00 0.00
1805,-14.08 -14.90 -14.11 -14.89,0.04 0.64 0.00 0.00
1806,-14.08 -14.90 -14.11 -14.89,0.03 0.82 0.00 0.00
1807,-14.08 -14.90 -14.11 -14.89,0.03 0.92 0.00 0.00
1808,-14.08 -14.90 -14.11 -14.89,0.03 0.38 0.00 0.00
1809,-14.08 -14.90 -14.11 -14.89,0.02 0.64 0.00 0.00
1810,-14.08 -14.90 -14.11 -14.89,0.02 0.82 0.00 0.00
1811,-14.08 -14.90 -14.11 -14.89,0.02 0.92 0.00 0.00
1812,-14.08 -14.90 -14.11 -14.89,0.01 0.98 0.00 0.00
1813,-14.08 -14.90 -14.11 -14.89,0.01 0.38 0.00 0.00
1814,-14.08 -14.90 -14.11 -14.89,0.01 0.64 0.00 0.00
1815,-14.08 -14.90 -14.11 -14.89,0.01 0.82 0.00 0.00
1816,-14.08 -14.90 -14.11 -14.89,0.01 0.92 0.00 0.00
1817,-14.08 -14.90 -14.11 -14.89,0.01 0.98 0.00 0.00
1818,-14.08 -14.90 -14.11 -14.89,0.01 1.00 0.00 0.00
1819,-14.08 -14.90 -14.11 -14.89,0.01 0.99 0.00 0.00
1820,-14.08 -14.90 -14.11 -14.89,0.01 0.96 0.00 0.00
1821,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1822,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
1823,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
1824,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
1825,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
1826,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
1827,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
1828,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
1829,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
1830,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
1831,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1832,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
1833,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
1834,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
1835,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
1836,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
1837,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
1838,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
1839,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
1840,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
1841,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
1842,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
1843,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
1844,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
1845,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
1846,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
1847,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
1848,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
1849,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
1850,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1851,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
1852,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
1853,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1854,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1855,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
1856,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
1857,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1858,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
1859,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1860,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
1861,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
1862,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1863,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
1864,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
1865,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
1866,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
1867,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1868,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
1869,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
1870,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
1871,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
1872,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
1873,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
1874,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
1875,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
1876,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
1877,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1878,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
1879,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
1880,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
1881,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
1882,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
1883,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
1884,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
1885,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
1886,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
1887,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
1888,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
1889,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
1890,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
1891,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
1892,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
1893,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
1894,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
1895,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
1896,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
1897,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
1898,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
1899,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
1900,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
1901,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
1902,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
1903,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
1904,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.36 0.00
1905,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.62 0.00
1906,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.80 0.00
1907,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.91 0.00
1908,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.36 0.00
1909,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.62 0.00
1910,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.80 0.00
1911,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.91 0.00
1912,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.97 0.00
1913,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.36 0.00
1914,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.62 0.00
1915,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.80 0.00
1916,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.91 0.00
1917,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.97 0.00
1918,-14.08 -14.90 -14.11 -14.89,0.00 0.58 1.00 0.00
1919,-14.08 -14.90 -14.11 -14.89,0.00 0.52 1.00 0.00
1920,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.97 0.00
1921,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.94 0.00
1922,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.89 0.00
1923,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.84 0.00
1924,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.78 0.00
1925,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.73 0.00
1926,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.67 0.00
1927,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.61 0.00
1928,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.56 0.00
1929,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.51 0.00
1930,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.46 0.00
1931,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.42 0.00
1932,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.37 0.00
1933,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.34 0.00
1934,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.30 0.00
1935,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.27 0.00
